"formName","defaultLang","language","contactTitle","name","countryOrRegionTitle","countryOrRegion","phoneTitle","phone","displayPhone","globalPhone","displayGlobalPhone","international","webpageTitle","displayWebpage","webpageUrl","addressTitle","address","informationTitle","information"
"FNO_381","en","et","Võtke meiega ühendust","FANUC Nordic","Riik või regioon","Rootsi","Telefon","0850580777","085-058-07-77","+46850580777","+46-85-058-07-77","Rahvusvaheline","Koduleht","https://www.fanuc.eu/se/en","https://www.fanuc.eu/se/en","Aadress","Djurhagegatan 10 SE-213 76 Malmö","Informatsioon",""
"FNO_381","en","fi","Ota yhteyttä","FANUC Nordic","Maa tai alue","Ruotsi","Puhelin","0850580777","085-058-07-77","+46850580777","+46-85-058-07-77","Kansainvälinen","Verkkosivu","https://www.fanuc.eu/se/en","https://www.fanuc.eu/se/en","Osoite","Djurhagegatan 10 SE-213 76 Malmö","Informaatio",""
"FNO_381","en","ru","Связаться с нами","FANUC Nordic","Страна или регион","Швеция","Телефон","0850580777","085-058-07-77","+46850580777","+46-85-058-07-77","Международный","Сайт","https://www.fanuc.eu/se/en","https://www.fanuc.eu/se/en","Адрес","Джурхагегатан 10 SE-213 76 Мальмё","Информация",""
"FNO_381","en","no","Kontakt Oss","FANUC Nordic","Land eller region","Sverige","Telefon","0850580777","085-058-07-77","+46850580777","+46-85-058-07-77","Internasjonal","Web side","https://www.fanuc.eu/se/en","https://www.fanuc.eu/se/en","Adresse","Djurhagegatan 10 SE-213 76 Malmö","Informasjon",""
"FNO_387","en","ru","Связаться с нами","FANUC Nordic","Страна или регион","Дания","Телефон","70716077","7071-6077","+4570716077","+45-7071-6077","Международный","Сайт","https://www.fanuc.eu/dk/en","https://www.fanuc.eu/dk/en","Адрес","Forskerparken 10, 5230 Оденсе","Информация",""
"FNO_387","en","en","Contact Us","FANUC Nordic","Country or Region","Denmark","Phone","70716077","7071-6077","+4570716077","+45-7071-6077","International","Web page","https://www.fanuc.eu/dk/en","https://www.fanuc.eu/dk/en","Address","Forskerparken 10, 5230 Odense","Information",""
"FNO_387","en","et","Võtke meiega ühendust","FANUC Nordic","Riik või regioon","Taani","Telefon","70716077","7071-6077","+4570716077","+45-7071-6077","Rahvusvaheline","Koduleht","https://www.fanuc.eu/dk/en","https://www.fanuc.eu/dk/en","Aadress","Forskerparken 10, 5230 Odense","Informatsioon",""
"FNO_387","en","fi","Ota yhteyttä","FANUC Nordic","Maa tai alue","Tanska","Puhelin","70716077","7071-6077","+4570716077","+45-7071-6077","Kansainvälinen","Verkkosivu","https://www.fanuc.eu/dk/en","https://www.fanuc.eu/dk/en","Osoite","Forskerparken 10, 5230 Odense","Informaatio",""
"FNO_387","en","lt","Susisiekite su momis","FANUC Nordic","Šalis ar regionas","Danija","Telefonas","70716077","7071-6077","+4570716077","+45-7071-6077","Tarptautinis","Internetinis puslapis","https://www.fanuc.eu/dk/en","https://www.fanuc.eu/dk/en","Adresas","Forskerparken 10, 5230 Odense","Informacija",""
"FNO_387","en","sv","Kontakta Oss","FANUC Nordic","Land eller region","Danmark","Telefon","70716077","7071-6077","+4570716077","+45-7071-6077","Internationell","Web sida","https://www.fanuc.eu/dk/en","https://www.fanuc.eu/dk/en","Adress","Forskerparken 10, 5230 Odense","Information",""
"FNO_387","en","nb-no","Kontakt Oss","FANUC Nordic","Land eller region","Danmark","Telefon","70716077","7071-6077","+4570716077","+45-7071-6077","Internasjonal","Web side","https://www.fanuc.eu/dk/en","https://www.fanuc.eu/dk/en","Adresse","Forskerparken 10, 5230 Odense","Informasjon",""
"FNO_387","en","no","Kontakt Oss","FANUC Nordic","Land eller region","Danmark","Telefon","70716077","7071-6077","+4570716077","+45-7071-6077","Internasjonal","Web side","https://www.fanuc.eu/dk/en","https://www.fanuc.eu/dk/en","Adresse","Forskerparken 10, 5230 Odense","Informasjon",""
"FNO_387","en","da","Kontakt os","FANUC Nordic","Land eller region","Danmark","Telefon","70716077","7071-6077","+4570716077","+45-7071-6077","International","Web side","https://www.fanuc.eu/dk/en","https://www.fanuc.eu/dk/en","Adresse","Forskerparken 10, 5230 Odense","Information",""
"FNO_387","en","nb","Kontakt Oss","FANUC Nordic","Land eller region","Danmark","Telefon","70716077","7071-6077","+4570716077","+45-7071-6077","Internasjonal","Web side","https://www.fanuc.eu/dk/en","https://www.fanuc.eu/dk/en","Adresse","Forskerparken 10, 5230 Odense","Informasjon",""
"FNO_387","en","lv","Sazināties ar mums","FANUC Nordic","Valsts vai reģions","Dānija","Tālrunis","70716077","7071-6077","+4570716077","+45-7071-6077","Starptautiskā","Mājas lapa","https://www.fanuc.eu/dk/en","https://www.fanuc.eu/dk/en","Adrese","Forskerparken 10, 5230 Odense","Informācija",""
"FNO_399","en","en","Contact Us","FANUC Nordic","Country or Region","Sweden","Phone","0850580777","08-505-80-777","+46850580777","+46-8-505-80-777","International","Web page","https://www.fanuc.eu/se/en","https://www.fanuc.eu/se/en","Address","Djurhagegatan 10 SE-213 76 Malmö","Information",""
"FNO_399","en","nb-no","Kontakt Oss","FANUC Nordic","Land eller region","Sverige","Telefon","0850580777","08-505-80-777","+46850580777","+46-8-505-80-777","Internasjonal","Web side","https://www.fanuc.eu/se/en","https://www.fanuc.eu/se/en","Adresse","Djurhagegatan 10 SE-213 76 Malmö","Informasjon",""
"FNO_399","en","fi","Ota yhteyttä","FANUC Nordic","Maa tai alue","Ruotsi","Puhelin","0850580777","08-505-80-777","+46850580777","+46-8-505-80-777","Kansainvälinen","Verkkosivu","https://www.fanuc.eu/se/en","https://www.fanuc.eu/se/en","Osoite","Djurhagegatan 10 SE-213 76 Malmö","Informaatio",""
"FNO_399","en","lt","Susisiekite su momis","FANUC Nordic","Šalis ar regionas","Švedija","Telefonas","0850580777","08-505-80-777","+46850580777","+46-8-505-80-777","Tarptautinis","Internetinis puslapis","https://www.fanuc.eu/se/en","https://www.fanuc.eu/se/en","Adresas","Djurhagegatan 10 SE-213 76 Malmė","Informacija",""
"FNO_399","en","nb","Kontakt Oss","FANUC Nordic","Land eller region","Sverige","Telefon","0850580777","08-505-80-777","+46850580777","+46-8-505-80-777","Internasjonal","Web side","https://www.fanuc.eu/se/en","https://www.fanuc.eu/se/en","Adresse","Djurhagegatan 10 SE-213 76 Malmö","Informasjon",""
"FNO_399","en","no","Kontakt Oss","FANUC Nordic","Land eller region","Sverige","Telefon","0850580777","08-505-80-777","+46850580777","+46-8-505-80-777","Internasjonal","Web side","https://www.fanuc.eu/se/en","https://www.fanuc.eu/se/en","Adresse","Djurhagegatan 10 SE-213 76 Malmö","Informasjon",""
"FNO_399","en","et","Võtke meiega ühendust","FANUC Nordic","Riik või regioon","Rootsi","Telefon","0850580777","08-505-80-777","+46850580777","+46-8-505-80-777","Rahvusvaheline","Koduleht","https://www.fanuc.eu/se/en","https://www.fanuc.eu/se/en","Aadress","Djurhagegatan 10 SE-213 76 Malmö","Informatsioon",""
"FNO_399","en","sv","Kontakta Oss","FANUC Nordic","Land eller region","Sverige","Telefon","0850580777","08-505-80-777","+46850580777","+46-8-505-80-777","Internationell","Web sida","https://www.fanuc.eu/se/en","https://www.fanuc.eu/se/en","Adress","Djurhagegatan 10 SE-213 76 Malmö","Information",""
"FNO_399","en","da","Kontakt os","FANUC Nordic","Land eller region","Sverige","Telefon","0850580777","08-505-80-777","+46850580777","+46-8-505-80-777","International","Web side","https://www.fanuc.eu/se/en","https://www.fanuc.eu/se/en","Adresse","Djurhagegatan 10 SE-213 76 Malmø","Information",""
"FNO_399","en","lv","Sazināties ar mums","FANUC Nordic","Valsts vai reģions","Zviedrija","Tālrunis","0850580777","08-505-80-777","+46850580777","+46-8-505-80-777","Starptautiskā","Mājas lapa","https://www.fanuc.eu/se/en","https://www.fanuc.eu/se/en","Adrese","Djurhagegatan 10 SE-213 76 Malme","Informācija",""
"FNO_399","en","ru","Связаться с нами","FANUC Nordic","Страна или регион","Швеция","Телефон","0850580777","08-505-80-777","+46850580777","+46-8-505-80-777","Международный","Сайт","https://www.fanuc.eu/se/en","https://www.fanuc.eu/se/en","Адрес","Джурхагегатан 10 SE-213 76 Мальмё","Информация",""
"FCH_423","en","en","Contact Us","FANUC SWITZERLAND","Country or Region","Switzerland","Phone","0323434444","032-343-44-44","+41323434444","+41-32-343-44-44","International","Web page","https://www.fanuc.eu/ch/en","https://www.fanuc.eu/ch/en","Address","Grenchenstrasse 7, CH-2504 Biel/Bienne, Switzerland","Information",""
"FCH_423","en","it","Contattateci","FANUC SWITZERLAND","Paese o regione","Svizzera","Telefono","0323434444","032-343-44-44","+41323434444","+41-32-343-44-44","Internazionale","Pagina web","https://www.fanuc.eu/ch/en","https://www.fanuc.eu/ch/en","Indirizzo","Grenchenstrasse 7, CH-2504 Biel/ Bienne, Schweiz ","Informazioni",""
"FCH_423","en","fr","Contactez-nous","FANUC SWITZERLAND","Pays ou région","Suisse","Téléphone","0323434444","032-343-44-44","+41323434444","+41-32-343-44-44","International","Page web","https://www.fanuc.eu/ch/en","https://www.fanuc.eu/ch/en","Adresse","Grenchenstrasse 7, CH-2504 Biel/ Bienne, Switzerland ","Informations",""
"FCH_423","en","de","Kontaktieren Sie uns","FANUC SWITZERLAND","Land oder Region","Schweiz","Telefon","0323434444","032-343-44-44","+41323434444","+41-32-343-44-44","International","Web-Seite","https://www.fanuc.eu/ch/en","https://www.fanuc.eu/ch/en","Adresse","Grenchenstrasse 7, CH-2504 Biel/ Bienne, Suisse ","Information",""
"FSV_435","en","en","Contact Us","FANUC ADRIA","Country or Region","Slovenia","Phone","037774133","03-777-41-33","+38637774133","+386-3-777-41-33","International","Web page","https://www.fanuc.eu/si/sl","https://www.fanuc.eu/si/sl","Address","Ipavčeva 21, 3000 Celje, Slovenija","Information",""
"FSV_435","en","sr","Контактирајте нас","FANUC ADRIA","Држава","Slovenija","Телефон","037774133","03-777-41-33","+38637774133","+386-3-777-41-33","Интернатионал","интернет адреса","https://www.fanuc.eu/si/sl","https://www.fanuc.eu/si/sl","Адреса","Ipavčeva 21, 3000 Celje, Slovenija","Информације",""
"FSV_435","en","sl","Kontaktirajte nas","FANUC ADRIA","Država","Slovenija","Telefonska številka","037774133","03-777-41-33","+38637774133","+386-3-777-41-33","Mednarodni","Spletna stran","https://www.fanuc.eu/si/sl","https://www.fanuc.eu/si/sl","Naslov","Ipavčeva 21, 3000 Celje, Slovenija","Informacije",""
"FSV_435","en","hr","Kontaktirajte nas","FANUC ADRIA","Država","Slovenija","Telefon","037774133","03-777-41-33","+38637774133","+386-3-777-41-33","Međunarodna","Web stranica","https://www.fanuc.eu/si/sl","https://www.fanuc.eu/si/sl","Adresa","Ipavčeva 21, 3000 Celje, Slovenija","Informacija",""
"FSV_435","en","bs","Kontaktirajte nas","FANUC ADRIA","Država","Slovenija","Telefon","037774133","03-777-41-33","+38637774133","+386-3-777-41-33","International","Web stranicu","https://www.fanuc.eu/si/sl","https://www.fanuc.eu/si/sl","Adresa","Ipavčeva 21, 3000 Celje, Slovenija","Informacije",""
"FSV_437","en","bs","Kontaktirajte nas","FANUC ADRIA","Država","Slovenija","Telefon","037774134","03-777-41-34","+38637774134","+386-3-777-41-34","International","Web stranicu","https://www.fanuc.eu/si/sl","https://www.fanuc.eu/si/sl","Adresa","Ipavčeva 21, 3000 Celje, Slovenija","Informacije",""
"FSV_437","en","hr","Kontaktirajte nas","FANUC ADRIA","Država","Slovenija","Telefon","037774134","03-777-41-34","+38637774134","+386-3-777-41-34","Međunarodna","Web stranica","https://www.fanuc.eu/si/sl","https://www.fanuc.eu/si/sl","Adresa","Ipavčeva 21, 3000 Celje, Slovenija","Informacija",""
"FSV_437","en","en","Contact Us","FANUC ADRIA","Country or Region","Slovenia","Phone","037774134","03-777-41-34","+38637774134","+386-3-777-41-34","International","Web page","https://www.fanuc.eu/si/sl","https://www.fanuc.eu/si/sl","Address","Ipavčeva 21, 3000 Celje, Slovenija","Information",""
"FSV_437","en","sr","Контактирајте нас","FANUC ADRIA","Држава","Slovenija","Телефон","037774134","03-777-41-34","+38637774134","+386-3-777-41-34","Интернатионал","интернет адреса","https://www.fanuc.eu/si/sl","https://www.fanuc.eu/si/sl","Адреса","Ipavčeva 21, 3000 Celje, Slovenija","Информације",""
"FSV_437","en","sl","Kontaktirajte nas","FANUC ADRIA","Država","Slovenija","Telefonska številka","037774134","03-777-41-34","+38637774134","+386-3-777-41-34","Mednarodni","Spletna stran","https://www.fanuc.eu/si/sl","https://www.fanuc.eu/si/sl","Naslov","Ipavčeva 21, 3000 Celje, Slovenija","Informacije",""
"FSV_447","en","sr","Контактирајте нас","FANUC SERBIA","Држава","Srbija","Телефон","0222150324","022-21-50-324","+381222150324","+381-22-21-50-324","Интернатионал","интернет адреса","https://www.fanuc.eu/rs/en","https://www.fanuc.eu/rs/en","Адреса","Kralja Petra I Karađorđevića 92a,22330  Nova Pazova, Srbija","Информације",""
"FSV_447","en","en","Contact Us","FANUC SERBIA","Country or Region","Serbia","Phone","0222150324","022-21-50-324","+381222150324","+381-22-21-50-324","International","Web page","https://www.fanuc.eu/rs/en","https://www.fanuc.eu/rs/en","Address","Kralja Petra I Karađorđevića 92a,22330  Nova Pazova, Srbija","Information",""
"FSV_447","en","bs","Kontaktirajte nas","FANUC SERBIA","Država","Srbija","Telefon","0222150324","022-21-50-324","+381222150324","+381-22-21-50-324","International","Web stranicu","https://www.fanuc.eu/rs/en","https://www.fanuc.eu/rs/en","Adresa","Kralja Petra I Karađorđevića 92a,22330  Nova Pazova, Srbija","Informacije",""
"FSV_447","en","hr","Kontaktirajte nas","FANUC SERBIA","Država","Srbija","Telefon","0222150324","022-21-50-324","+381222150324","+381-22-21-50-324","Međunarodna","Web stranica","https://www.fanuc.eu/rs/en","https://www.fanuc.eu/rs/en","Adresa","Kralja Petra I Karađorđevića 92a,22330  Nova Pazova, Srbija","Informacija",""
"FSV_447","en","sl","Kontaktirajte nas","FANUC SERBIA","Država","Srbija","Telefonska številka","0222150324","022-21-50-324","+381222150324","+381-22-21-50-324","Mednarodni","Spletna stran","https://www.fanuc.eu/rs/en","https://www.fanuc.eu/rs/en","Naslov","Kralja Petra I Karađorđevića 92a,22330  Nova Pazova, Srbija","Informacije",""
"FBL_471","en","fr","Contactez-nous","FANUC BENELUX","Pays ou région","Belgique","Téléphone","015788810","015-78-88-10","+3215788810","+32-15-78-88-10","International","Page web","https://www.fanuc.eu/be/nl","https://www.fanuc.eu/be/nl","Adresse","Generaal De Wittelaan 15   B-2800 Malines   Belgique","Informations",""
"FBL_471","en","en","Contact Us","FANUC BENELUX","Country or Region","Belgium","Phone","015788810","015-78-88-10","+3215788810","+32-15-78-88-10","International","Web page","https://www.fanuc.eu/be/nl","https://www.fanuc.eu/be/nl","Address","Generaal De Wittelaan 15   B-2800 Mechelen   Belgium","Information",""
"FBL_471","en","nl","Contacteer ons","FANUC BENELUX","Land of regio","België","Telefoon","015788810","015-78-88-10","+3215788810","+32-15-78-88-10","Internationale","Webpagina","https://www.fanuc.eu/be/nl","https://www.fanuc.eu/be/nl","Adres","Generaal De Wittelaan 15   B-2800 Mechelen   België","Informatie",""
"FOE_489","en","de","Kontaktieren Sie uns","FANUC Austria","Land oder Region","Austria","Telefon","072022762101","0720-227621-01","+4372022762101","+43-720-227621-01","International","Web-Seite","https://www.fanuc.eu/at/de","https://www.fanuc.eu/at/de","Adresse","Josef Haas Straße 9A, A-4655 Vorchdorf, Österreich","Information","telefonische Erreichbarkeit kostenlos von : Montag bis Donnerstag  08:00 – 16:00 Uhr und Freitag  08:00 - 13:00 Uhr, Service-Hotline: +43-7202276-2101 , E-Mail: service@fanuc.at"
"FOE_489","en","en","Contact Us","FANUC Austria","Country or Region","Austria","Phone","072022762101","0720-227621-01","+4372022762101","+43-720-227621-01","International","Web page","https://www.fanuc.eu/at/de","https://www.fanuc.eu/at/de","Address","Josef Haas Straße 9A, A-4655 Vorchdorf, Österreich ","Information","Telephone availability free of charge from : Monday to Thursday 08:00 - 16:00 and Friday 08:00 - 13:00, Service Hotline: +43-7202276-2101 , E-Mail: service@fanuc.at"
"FRO_495","en","en","Contact Us","FANUC Romania","Country or Region","Romania","Phone","0747232682","0747-232-682","+40747232682","+40-747-232-682","International","Web page","","","Address","Metallic Hall, Offices and Parking, farm No. 9, hall No 25, Floresti, Cluj","Information","Telephone inquiries are accepteb at +40-747-232-628 from 8 am to 5 pm on weekdays."
"FRO_495","en","ro","Contactează-ne","FANUC Romania","Țara sau regiunea","România","Telefon","0747232682","0747-232-682","+40747232682","+40-747-232-682","Internaţional","Pagină web","","","Adresă","Farm No. 9, hall No 25, Floresti, Cluj 407280","Informații","Telephone inquiries are accepteb at +40-747-232-628 from 8 am to 5 pm on weekdays."
"FSK_507","en","en","Contact Us","FANUC Slovakia","Country or Region","Slovakia","Phone","0376300759","0376-300-759","+421376300759","+421-376-300-759","International","Web page","https://www.fanuc.eu/sk/sk","https://www.fanuc.eu/sk/sk","Address","Pri Jelšine 3636/1, Nitra, SK- 949 01, Slovakia","Information",""
"FSK_507","en","sk","Kontaktujte nás","FANUC Slovakia","Krajina alebo región","Slovakia","Telefón","0376300759","0376-300-759","+421376300759","+421-376-300-759","Medzinárodný","Webstránka","https://www.fanuc.eu/sk/sk","https://www.fanuc.eu/sk/sk","Adresa","Pri Jelšine 3636/1, Nitra, SK- 949 01, Slovakia","Informácia",""
"FRU_513","en","en","Contact Us","FANUC Russia","Country or Region","Russian Federation","Phone","04951181280","0495-118-1280","+74951181280","+7-495-118-1280","International","Web page","https://www.fanuc.eu/ru/ru","https://www.fanuc.eu/ru/ru","Address","Bolshoi boulevard 7, Innovasion center Skolkovo, Moscow","Information",""
"FRU_513","en","ru","Связаться с нами","FANUC Russia","Страна или регион","Russian Federation","Телефон","04951181280","0495-118-1280","+74951181280","+7-495-118-1280","Международный","Сайт","https://www.fanuc.eu/ru/ru","https://www.fanuc.eu/ru/ru","Адрес","Bolshoi boulevard 7, Innovasion center Skolkovo, Moscow","Информация",""
"BFM_574","en","zh-tw","聯繫我們","BEIJING FANUC","國家或區域","中國","電話 ","4006100777","400-610-0777","+864006100777","+86-400-610-0777","國際電話","網址","http://www.bj-fanuc.com.cn","http://www.bj-fanuc.com.cn","地址","北京市海澱區上地信息產業基地信息路9號 100085","其他資訊","7X24服務熱線：+86-400-610-0777"
"BFM_574","en","en","Contact Us","BEIJING FANUC","Country or Region","China","Phone","4006100777","400-610-0777","+864006100777","+86-400-610-0777","International","Web page","http://www.bj-fanuc.com.cn","http://www.bj-fanuc.com.cn","Address","No.9 Xinxi Road, Shangdi Information Industry Base, Haidian District, Beijing CHINA 100085","Information","7X24 Service Hotline:+86-400-610-0777"
"BFM_574","en","zh-cn","联系我们","BEIJING FANUC","国家或地区","中国","电话","4006100777","400-610-0777","+864006100777","+86-400-610-0777","国际电话","网址","http://www.bj-fanuc.com.cn","http://www.bj-fanuc.com.cn","地址","北京市海淀区上地信息产业基地信息路9号 100085","备注","7X24服务热线：+86-400-610-0777"
"BFM_574","en","ja","お問い合わせ","BEIJING FANUC","連絡先の地域","中国","電話番号","4006100777","400-610-0777","+864006100777","+86-400-610-0777","国際電話","ウェブサイト","http://www.bj-fanuc.com.cn","http://www.bj-fanuc.com.cn","住所","北京市海淀区上地信息産業基地信息路9号 100085","ご案内","7X24サービスホットライン: +86-400-610-0777"
"SFR_592","en","en","Contact Us","SHANGHAI FANUC Robotics","Country or Region","China","Phone","4008200001","400-820-0001","+864008200001","+86-400-820-0001","International","Web page","https://www.shanghai-fanuc.com.cn","https://www.shanghai-fanuc.com.cn","Address","No.1500 Fulian Road, Baoshan Area, Shanghai P.R. China. Post Code: 201906","Information","24-hour service "
"SFR_592","en","ja","お問い合わせ","SHANGHAI FANUC Robotics","連絡先の地域","中華人民共和国","電話番号","4008200001","400-820-0001","+864008200001","+86-400-820-0001","国際電話","ウェブサイト","https://www.shanghai-fanuc.com.cn","https://www.shanghai-fanuc.com.cn","住所","中国上海市宝山区富聯路1500号、郵便番号201906 ","ご案内","終日24時間営業"
"SFR_592","en","zh-tw","聯繫我們","SHANGHAI FANUC Robotics","國家或區域","中華人民共和國 ","電話 ","4008200001","400-820-0001","+864008200001","+86-400-820-0001","國際電話","網址","https://www.shanghai-fanuc.com.cn","https://www.shanghai-fanuc.com.cn","地址","中國上海市寶山區富聯路1500號，郵編201906 ","其他資訊","全天24小時 "
"SFR_592","en","zh-cn","联系我们","SHANGHAI FANUC Robotics","国家或地区","中华人民共和国","电话","4008200001","400-820-0001","+864008200001","+86-400-820-0001","国际电话","网址","https://www.shanghai-fanuc.com.cn","https://www.shanghai-fanuc.com.cn","地址","中国上海市宝山区富联路1500号，邮编201906","备注","全天24小时"
"SFR_599","en","zh-cn","联系我们","SHANGHAI FANUC ROBOMACHINE","国家或地区","中华人民共和国","电话","4008200001","400-820-0001","+864008200001","+86-400-820-0001","国际电话","网址","https://www.shanghai-fanuc.com.cn","https://www.shanghai-fanuc.com.cn","地址","中国上海市宝山区富联路1500号一幢一层，邮编201906","备注","全天24小时"
"SFR_599","en","zh-tw","聯繫我們","SHANGHAI FANUC ROBOMACHINE","國家或區域","中華人民共和國 ","電話 ","4008200001","400-820-0001","+864008200001","+86-400-820-0001","國際電話","網址","https://www.shanghai-fanuc.com.cn","https://www.shanghai-fanuc.com.cn","地址","中國上海市寶山區富聯路1500號1幢一層，郵編201906","其他資訊","全天24小時 "
"SFR_599","en","en","Contact Us","SHANGHAI FANUC ROBOMACHINE","Country or Region","China","Phone","4008200001","400-820-0001","+864008200001","+86-400-820-0001","International","Web page","https://www.shanghai-fanuc.com.cn","https://www.shanghai-fanuc.com.cn","Address","No.1500 Fulian Road, Baoshan Area, Shanghai P.R. China. Post Code: 201906","Information","24-hour service "
"SFR_599","en","ja","お問い合わせ","SHANGHAI FANUC ROBOMACHINE","連絡先の地域","中華人民共和国","電話番号","4008200001","400-820-0001","+864008200001","+86-400-820-0001","国際電話","ウェブサイト","https://www.shanghai-fanuc.com.cn","https://www.shanghai-fanuc.com.cn","住所","中国上海市宝山区富聯路1500号のビル1階、郵便番号201906 ","ご案内","終日24時間営業"
"FKS_600","en","en","Contact Us","KOREA FANUC - Changwon","Country or Region","Korea","Phone","0552820122","055-282-0122","+82552820122","+82-55-282-0122","International","Web page","https://www.fkc.co.kr","https://www.fkc.co.kr","Address","188, Sahwa-ro, Uichang-gu, Changwon-si, Gyeongsangnam-do, Republic of Korea","Information","Business hours are from 9 am to 6 pm on weekdays. Call us from 9 am to 6 pm, mon to sat."
"FKS_600","en","ko","문의 하기","KOREA FANUC - 창원","국가 또는 지역","대한민국","전화","0552820122","055-282-0122","+82552820122","+82-55-282-0122","International","홈페이지","https://www.fkc.co.kr","https://www.fkc.co.kr","주소","경상남도 창원시 의창구 사화로 188","정보","정상 영업시간은 평일 오전9시 부터 오후6시 까지 이며, 전화문의는 월요일~토요일 오전9시 부터 오후6시 까지 입니다."
"FKS_606","en","ko","문의 하기","KOREA FANUC - 천안","국가 또는 지역","대한민국","전화","0415820122","041-582-0122","+82415820122","+82-41-582-0122","International","홈페이지","https://www.fkc.co.kr","https://www.fkc.co.kr","주소","충청남도 천안시 서북구 직산읍 4산단5길33","정보","정상 영업시간은 평일 오전9시 부터 오후6시 까지 이며, 전화문의는 월요일~토요일 오전9시 부터 오후6시 까지 입니다."
"FKS_606","en","en","Contact Us","KOREA FANUC - Cheonan","Country or Region","Korea","Phone","0415820122","041-582-0122","+82415820122","+82-41-582-0122","International","Web page","https://www.fkc.co.kr","https://www.fkc.co.kr","Address","33, 4sandan 5-gil, Jiksan-eup, Seobuk-gu, Cheonan-si, Chungcheongnam-do, Korea","Information","Business hours are from 9 am to 6 pm on weekdays. Call us from 9 am to 6 pm, mon to sat."
"FKS_612","en","ko","문의 하기","KOREA FANUC - 대구","국가 또는 지역","대한민국","전화","0533551645","053-355-1645","+82533551645","+82-53-355-1645","International","홈페이지","https://www.fkc.co.kr","https://www.fkc.co.kr","주소","대구광역시 북구 원대로 128 연우빌딩 2층","정보","정상 영업시간은 평일 오전9시 부터 오후6시 까지 이며, 전화문의는 월요일~토요일 오전9시 부터 오후6시 까지 입니다."
"FKS_612","en","en","Contact Us","KOREA FANUC - Daegu","Country or Region","Korea","Phone","0533551645","053-355-1645","+82533551645","+82-53-355-1645","International","Web page","https://www.fkc.co.kr","https://www.fkc.co.kr","Address","2F Yeon Woo Bldg, 128, Wondae-ro, Buk-gu, Daegu, Korea","Information","Business hours are from 9 am to 6 pm on weekdays. Call us from 9 am to 6 pm, mon to sat."
"FKS_618","en","en","Contact Us","KOREA FANUC - Ulsan","Country or Region","Korea","Phone","0522681645","052-268-1645","+82522681645","+82-52-268-1645","International","Web page","https://www.fkc.co.kr","https://www.fkc.co.kr","Address","116, 1F Ulsan cargo Terminal, 19, Sanseong-ro, Buk-gu, Ulsan, Korea","Information","Business hours are from 9 am to 6 pm on weekdays. Call us from 9 am to 6 pm, mon to sat."
"FKS_618","en","ko","문의 하기","KOREA FANUC - 울산","국가 또는 지역","대한민국","전화","0522681645","052-268-1645","+82522681645","+82-52-268-1645","International","홈페이지","https://www.fkc.co.kr","https://www.fkc.co.kr","주소","울산광역시 북구 산성로19 울산화물터미널 116호","정보","정상 영업시간은 평일 오전9시 부터 오후6시 까지 이며, 전화문의는 월요일~토요일 오전9시 부터 오후6시 까지 입니다."
"FKS_624","en","ko","문의 하기","KOREA FANUC - 안양","국가 또는 지역","대한민국","전화","0315893891","031-589-3891","+82315893891","+82-31-589-3891","International","홈페이지","https://www.fkc.co.kr","https://www.fkc.co.kr","주소","경기도 안양시 동안구 부림로170번길 41-9","정보","정상 영업시간은 평일 오전9시 부터 오후6시 까지 이며, 전화문의는 월요일~토요일 오전9시 부터 오후6시 까지 입니다."
"FKS_624","en","en","Contact Us","KOREA FANUC - Anyang","Country or Region","Korea","Phone","0315893891","031-589-3891","+82315893891","+82-31-589-3891","International","Web page","https://www.fkc.co.kr","https://www.fkc.co.kr","Address","41-9, 170-gil, burim-ro, Dongan-gu, Anyang-si, Gyeonggi-do, Korea","Information","Business hours are from 9 am to 6 pm on weekdays. Call us from 9 am to 6 pm, mon to sat."
"TFC_630","en","en","Contact Us","TAIWAN FANUC","Country or Region","Taiwan","Phone","0423591842","04-2359-1842","+886423591842","+886-4-2359-1842","International","Web page","http://www.fanuctaiwan.com.tw","http://www.fanuctaiwan.com.tw","Address","No. 10, 16th Rd., Taichung Industrial Park, Taichung City 40768, Taiwan (R.O.C.)","Information","Telephone inquiries are accepted at +886-4-2359-1842 from 08:30 AM to 05:40 PM on Monday to Saturday."
"TFC_630","en","zh-tw","聯繫我們","TAIWAN FANUC","國家或區域","台灣","電話 ","0423591842","04-2359-1842","+886423591842","+886-4-2359-1842","國際電話","網址","http://www.fanuctaiwan.com.tw","http://www.fanuctaiwan.com.tw","地址","台中市西屯區工業區十六路10號","其他資訊","售後服務諮詢請撥04-2359-1842，諮詢時間為週一至週六上午08:30-下午05:40，國定假日除外。"
"TFC_632","en","zh-tw","聯繫我們","TAIWAN FANUC","國家或區域","台灣","電話 ","062823161","06-282-3161","+88662823161","+886-6-282-3161","國際電話","網址","http://www.fanuctaiwan.com.tw","http://www.fanuctaiwan.com.tw","地址","台南市永康區甲頂里中正南路30號6樓","其他資訊","售後服務諮詢請撥06-282-3161，諮詢時間為週一至週六上午08:30-下午05:40，國定假日除外。"
